OrderID,OrderDate,CustomerName,CustomerEmail,Country,City,ProductName,Category,Quantity,UnitPrice,Total,Currency,PaymentMethod,DeliveryDate,DeliveryStatus,Notes,CombinedField
,2024-12-10,احمد محمد,ahmed[at]gmail[dot]com,EGY, ,Lap-top,Laptop,1,USD 100,10000,,,04-12-2025,Delivered,urgent,Order#None | Customer: احمد محمد | Product: Lap-top | Price: USD 100
,2035-01-01,,HOANA@GMAIL.COM,EGY,alex,Headphones,mobile,3,1500,10000,USD 300,,09-20-2024,pending,العميل طلب الغاء,Order#None | Customer: None | Product: Headphones | Price: 1500
4455.0,2035-01-01,AHMED MOHAMED,,uae,alex,Laptop,Laptop,three,,5000,Ten Thousand Egyptian Pounds,,04-14-2024,,urgent,Order#4455 | Customer: AHMED MOHAMED | Product: Laptop | Price: None
,2024-05-24,أحمـــد    محمد,,egypt,Cairo,IPHONE,IPHONE,three,EGP,10000,usd,pay on delevery,,lost,XX,Order#None | Customer: أحمـــد    محمد | Product: IPHONE | Price: EGP
,2024-05-25,Ahmed محمد,HEIDIOLIVER@HALL.COM,UAE,alex,Lap-top,Laptop,Two,USD 100,,,cash,06-07-2025,pending,urgent,Order#None | Customer: Ahmed محمد | Product: Lap-top | Price: USD 100
,2035-01-01,Ahmed محمد,invalid_email,, ,iph0ne,Accessories,three,2500,,USD 300,,17/08/2023,lost,,Order#None | Customer: Ahmed محمد | Product: iph0ne | Price: 2500
2073.0,invalid,احمد محمد,ethan49@...,EGY,alex,I-phone,Accessories,,1500,wrong,EUR,,,pending,...,Order#2073 | Customer: احمد محمد | Product: I-phone | Price: 1500
8662.0,,,,Egypt,cairo,Laptop,Accessories,2,2500 جنيه,5000,EGP,,,,urgent,Order#8662 | Customer:  | Product: Laptop | Price: 2500 جنيه
2008.0,,Ahmed محمد,zbowen@collier-collier.biz,,Alex,Laptop,mobile,Two,1000,wrong,USD,,2035-01-01,pending,,Order#2008 | Customer: Ahmed محمد | Product: Laptop | Price: 1000
2451.0,invalid,Ahmed محمد,,egypt,alex,iph0ne,accessory,Two,1000,,Ten Thousand Egyptian Pounds,,,Pending,تحقق,Order#2451 | Customer: Ahmed محمد | Product: iph0ne | Price: 1000
4778.0,2035-01-01,Jennifer Reynolds,invalid_email,Egypt,cairo,Laptop,Mobile,Two,2500,5000,,cash,,lost,urgent,Order#4778 | Customer: Jennifer Reynolds | Product: Laptop | Price: 2500
4268.0,,AHMED MOHAMED,,مصر,,IPHONE,Laptop,2,EGP,wrong,,,,pending,العميل طلب الغاء,Order#4268 | Customer: AHMED MOHAMED | Product: IPHONE | Price: EGP
,29/10/2023,أحمـــد    محمد,,UAE,cairo,Lap-top,Laptop,1,3000,,EGP,Credit Card,16/03/2024,,...,Order#None | Customer: أحمـــد    محمد | Product: Lap-top | Price: 3000
1731.0,14/05/2025,,invalid_email,ksa,cairo,HEADPHONES,Accessories,1,2500 جنيه,,EGP,cash,11-05-2024,,تحقق,Order#1731 | Customer:  | Product: HEADPHONES | Price: 2500 جنيه
7831.0,,Matthew Ellis,,EGY,Alex,,,1,2500,10000,USD,paypal,invalid,pending,urgent,Order#7831 | Customer: Matthew Ellis | Product: None | Price: 2500
7316.0,06-23-2024,,, ,Alex,,Laptop,Two,3000,,EGP,,,,XX,Order#7316 | Customer:  | Product: None | Price: 3000
,invalid,Ahmed محمد,,, ,HEADPHONES,accessory,2,2500,,EUR,,2035-01-01,Delivered,urgent,Order#None | Customer: Ahmed محمد | Product: HEADPHONES | Price: 2500
,2024-10-31,,toddharris@hotmail.com,ksa,Alex,iPhone,iPhone,,,,usd,cash,,delivered,urgent,Order#None | Customer: None | Product: iPhone | Price: 
,2023-11-28,Holly Boone,,مصر,,iph0ne,Accessories,Two,,,EUR,cash,08/01/2025,pending,تحقق,Order#None | Customer: Holly Boone | Product: iph0ne | Price: 
6178.0,10/04/2025,AHMED MOHAMED,ahmed[at]gmail[dot]com,مصر,Alex,Laptop,Laptop,Two,1500,wrong,Ten Thousand Egyptian Pounds,,02/04/2024,pending,تحقق,Order#6178 | Customer: AHMED MOHAMED | Product: Laptop | Price: 1500
,invalid,Ahmed محمد,invalid_email,EG,alex,iph0ne,Accessories,2,,,,pay on delevery,,lost,,Order#None | Customer: Ahmed محمد | Product: iph0ne | Price: None
,09-14-2024,احمد محمد,, ,alex,iPhone,iPhone,3,two thousand,,USD 300,cash,2035-01-01,pending,,Order#None | Customer: احمد محمد | Product: iPhone | Price: two thousand
9625.0,,Ahmed محمد,,Egypt,alex,iph0ne,Accessories,1,3000,wrong,usd,,,,العميل طلب الغاء,Order#9625 | Customer: Ahmed محمد | Product: iph0ne | Price: 3000
,11/06/2024,أحمـــد    محمد,invalid_email,مصر,Cairo,iPhone,mobile,2,1500,10000,جنيه,paypal,08/08/2024,lost,urgent,Order#None | Customer: أحمـــد    محمد | Product: iPhone | Price: 1500
6078.0,,أحمـــد    محمد,jeremymorris@...,uae,Cairo,IPHONE,accessory,,3000,,,cash,2024-08-15,,...,Order#6078 | Customer: أحمـــد    محمد | Product: IPHONE | Price: 3000
,,Ahmed محمد,jonathancervantes@...,ksa,,HEADPHONES,HEADPHONES,3,USD 100,wrong,Ten Thousand Egyptian Pounds,cash,invalid,Delivered,urgent,Order#None | Customer: Ahmed محمد | Product: HEADPHONES | Price: USD 100
,05-03-2025,احمد محمد,,مصر,alex,Laptop,accessory,3,1000,,EGP,paypal,,Delivered,,Order#None | Customer: احمد محمد | Product: Laptop | Price: 1000
,,Ahmed محمد,,EGY,Dubai,iph0ne,mobile,Two,1500,,USD 300,pay on delevery,,lost,,Order#None | Customer: Ahmed محمد | Product: iph0ne | Price: 1500
,12-19-2024,Jennifer Robbins,invalid_email, ,Dubai,,,1,two thousand,,,cash,,pending,تحقق,Order#None | Customer: Jennifer Robbins | Product: None | Price: two thousand
,2035-01-01,,,EGY, ,Laptop,Laptop,2,3000,,EUR,,,,XX,Order#None | Customer: None | Product: Laptop | Price: 3000
7357.0,2035-01-01,AHMED MOHAMED,,UAE,Cairo,iph0ne,Mobile,2,two thousand,,,,2035-01-01,delivered,XX,Order#7357 | Customer: AHMED MOHAMED | Product: iph0ne | Price: two thousand
,,احمد محمد,invalid_email, ,Dubai,Lap-top,Laptop,1,2500 جنيه,,USD,paypal,29/07/2023,Pending,XX,Order#None | Customer: احمد محمد | Product: Lap-top | Price: 2500 جنيه
6081.0,invalid,أحمـــد    محمد,,مصر, ,iPhone,iPhone,3,USD 100,,,pay on delevery,2035-01-01,Delivered,,Order#6081 | Customer: أحمـــد    محمد | Product: iPhone | Price: USD 100
,invalid,AHMED MOHAMED,,UAE,alex,Lap-top,mobile,3,1500,10000,EGP,pay on delevery,06-17-2024,Delivered,,Order#None | Customer: AHMED MOHAMED | Product: Lap-top | Price: 1500
4759.0,2035-01-01,AHMED MOHAMED,ahmed[at]gmail[dot]com,Egypt,alex,IPHONE,Laptop,2,1500,wrong,,pay on delevery,05-23-2025,delivered,تحقق,Order#4759 | Customer: AHMED MOHAMED | Product: IPHONE | Price: 1500
,,أحمـــد    محمد,,KSA,Dubai,Lap-top,Lap-top,3,2500,5000,usd,,30/09/2024,,,Order#None | Customer: أحمـــد    محمد | Product: Lap-top | Price: 2500
,2024-03-22,,#######@hotmail.com,مصر, ,,,Two,EGP,,EGP,pay on delevery,06-15-2024,,...,Order#None | Customer:  | Product: None | Price: EGP
9332.0,04-03-2025,,,ksa, ,,,2,EGP,,,cash,2025-03-06,lost,...,Order#9332 | Customer: None | Product: None | Price: EGP
5368.0,,احمد محمد,ahmed[at]gmail[dot]com,KSA,,I-phone,Laptop,3,two thousand,10000,,,2024-10-08,lost,تحقق,Order#5368 | Customer: احمد محمد | Product: I-phone | Price: two thousand
8573.0,19/03/2025,Ahmed محمد,#######@hotmail.com, ,alex,Lap-top,,1,2500 جنيه,10000,USD,,2024-12-06,,XX,Order#8573 | Customer: Ahmed محمد | Product: Lap-top | Price: 2500 جنيه
3538.0,2035-01-01,Ahmed محمد,ublack@gmail.com,EG,Cairo,IPHONE,mobile,1,2500,,Ten Thousand Egyptian Pounds,paypal,16/05/2024,Pending,...,Order#3538 | Customer: Ahmed محمد | Product: IPHONE | Price: 2500
,01-05-2025,,ahmed[at]gmail[dot]com,KSA,,I-phone,mobile,2,two thousand,5000,جنيه,Credit Card,,,XX,Order#None | Customer:  | Product: I-phone | Price: two thousand
,2023-09-16,Lynn Garza,freemandylan@lewis.com,EGY,cairo,Laptop,accessory,three,EGP,5000,EGP,,12-13-2023,Delivered,urgent,Order#None | Customer: Lynn Garza | Product: Laptop | Price: EGP
,24/03/2025,Ahmed محمد,invalid_email,EGY,alex,HEADPHONES,Laptop,Two,3000,,Ten Thousand Egyptian Pounds,pay on delevery,invalid,lost,العميل طلب الغاء,Order#None | Customer: Ahmed محمد | Product: HEADPHONES | Price: 3000
,invalid,Larry White,kara85@mccoy.com,UAE, ,I-phone,accessory,3,1500,5000,,paypal,,,العميل طلب الغاء,Order#None | Customer: Larry White | Product: I-phone | Price: 1500
4403.0,11/11/2023,,ZAVALAJOSEPH@SMITH.INFO,UAE,alex,Laptop,Laptop,3,2500 جنيه,,EGP,Credit Card,,,العميل طلب الغاء,Order#4403 | Customer: None | Product: Laptop | Price: 2500 جنيه
5319.0,19/12/2023,أحمـــد    محمد,KAYLEELLOYD@HAMPTON.COM,UAE, ,,,2,2500 جنيه,wrong,USD,,2023-09-13,Pending,urgent,Order#5319 | Customer: أحمـــد    محمد | Product: None | Price: 2500 جنيه
2105.0,,أحمـــد    محمد,invalid_email,Egypt,Cairo,Laptop,accessory,,,,,,,Pending,XX,Order#2105 | Customer: أحمـــد    محمد | Product: Laptop | Price: None
,,أحمـــد    محمد,andrejohnson@jackson-moreno.com,EG,alex,HEADPHONES,mobile,,1500,,EGP,,08-07-2024,,XX,Order#None | Customer: أحمـــد    محمد | Product: HEADPHONES | Price: 1500
,2025-01-28,AHMED MOHAMED,RHONDAMERCER@WARD.NET,EGY, ,Laptop,accessory,2,1000,,USD 300,pay on delevery,,,العميل طلب الغاء,Order#None | Customer: AHMED MOHAMED | Product: Laptop | Price: 1000
,2025-04-18,,#######@hotmail.com,مصر,Alex,Laptop,Laptop,Two,two thousand,5000,USD 300,,11-07-2023,,,Order#None | Customer:  | Product: Laptop | Price: two thousand
,2035-01-01,Ahmed محمد,david16@hotmail.com,EGY,,iPhone,accessory,Two,2500,5000,,pay on delevery,03-26-2025,,,Order#None | Customer: Ahmed محمد | Product: iPhone | Price: 2500
,2023-08-17,,invalid_email,KSA,cairo,iPhone,Accessories,Two,1500,10000,جنيه,,2035-01-01,pending,...,Order#None | Customer: None | Product: iPhone | Price: 1500
,2035-01-01,أحمـــد    محمد,, ,,iph0ne,Accessories,Two,2500 جنيه,10000,usd,pay on delevery,,,,Order#None | Customer: أحمـــد    محمد | Product: iph0ne | Price: 2500 جنيه
6449.0,,Eric Hansen,carrie74@...,UAE, ,Laptop,Laptop,3,EGP,wrong,USD,,2035-01-01,lost,العميل طلب الغاء,Order#6449 | Customer: Eric Hansen | Product: Laptop | Price: EGP
,2035-01-01,Ahmed محمد,kaylacampbell@davis.net,EG, ,iPhone,,,1500,,جنيه,,invalid,lost,...,Order#None | Customer: Ahmed محمد | Product: iPhone | Price: 1500
,10-03-2023,Ahmed محمد,invalid_email,EG,alex,I-phone,Mobile,,1500,10000,,cash,,pending,XX,Order#None | Customer: Ahmed محمد | Product: I-phone | Price: 1500
1650.0,2035-01-01,,,KSA, ,I-phone,mobile,3,1500,,USD,cash,10-16-2023,,XX,Order#1650 | Customer:  | Product: I-phone | Price: 1500
,16/06/2025,AHMED MOHAMED,vodom@...,UAE,Cairo,,mobile,1,1500,5000,USD,,2035-01-01,pending,,Order#None | Customer: AHMED MOHAMED | Product: None | Price: 1500
,2023-11-05,AHMED MOHAMED,HMASON@PATRICK-HOWELL.COM,Egypt,Cairo,Laptop,Laptop,2,1000,10000,USD 300,pay on delevery,,,urgent,Order#None | Customer: AHMED MOHAMED | Product: Laptop | Price: 1000
5191.0,09/09/2023,احمد محمد,#######@hotmail.com,ksa,alex,I-phone,accessory,three,EGP,5000,Ten Thousand Egyptian Pounds,,02/06/2025,delivered,,Order#5191 | Customer: احمد محمد | Product: I-phone | Price: EGP
7654.0,,أحمـــد    محمد,#######@hotmail.com,EG,Alex,Lap-top,,1,two thousand,,EGP,,invalid,delivered,urgent,Order#7654 | Customer: أحمـــد    محمد | Product: Lap-top | Price: two thousand
,invalid,أحمـــد    محمد,melissa24@yahoo.com,KSA,cairo,,Accessories,three,,,USD 300,,2035-01-01,Pending,,Order#None | Customer: أحمـــد    محمد | Product: None | Price: 
4925.0,06-01-2024,,invalid_email,مصر,cairo,Lap-top,accessory,Two,2500,5000,,paypal,07-06-2023,,...,Order#4925 | Customer:  | Product: Lap-top | Price: 2500
9834.0,invalid,,invalid_email,مصر,Alex,IPHONE,IPHONE,Two,1500,wrong,جنيه,,invalid,,...,Order#9834 | Customer:  | Product: IPHONE | Price: 1500
9606.0,15/12/2023,احمد محمد,,KSA,alex,,accessory,2,EGP,,USD,paypal,14/08/2024,Delivered,,Order#9606 | Customer: احمد محمد | Product: None | Price: EGP
7943.0,2025-02-27,Ahmed محمد,invalid_email,uae,,iPhone,mobile,3,two thousand,5000,EUR,,2035-01-01,lost,,Order#7943 | Customer: Ahmed محمد | Product: iPhone | Price: two thousand
,,,ahmed[at]gmail[dot]com,egypt,Alex,IPHONE,Mobile,three,,,USD 300,pay on delevery,04/04/2025,delivered,...,Order#None | Customer:  | Product: IPHONE | Price: 
5412.0,01-09-2025,,,uae,Cairo,Laptop,,3,1000,,USD,Credit Card,2025-05-19,Pending,,Order#5412 | Customer:  | Product: Laptop | Price: 1000
8102.0,2035-01-01,أحمـــد    محمد,jacqueline86@..., ,alex,iph0ne,accessory,1,1500,,EUR,,2035-01-01,delivered,,Order#8102 | Customer: أحمـــد    محمد | Product: iph0ne | Price: 1500
,01/03/2024,,#######@hotmail.com,مصر,Alex,I-phone,I-phone,1,1000,,usd,Credit Card,2035-01-01,pending,,Order#None | Customer:  | Product: I-phone | Price: 1000
1168.0,2035-01-01,,ROBERT77@MARTINEZ.COM,مصر, ,Lap-top,Laptop,Two,,5000,usd,,invalid,Pending,العميل طلب الغاء,Order#1168 | Customer:  | Product: Lap-top | Price: 
,03-27-2025,AHMED MOHAMED,SRICHARDS@YAHOO.COM,KSA,Dubai,I-phone,,three,two thousand,,USD,Credit Card,2035-01-01,lost,,Order#None | Customer: AHMED MOHAMED | Product: I-phone | Price: two thousand
,30/10/2023,,#######@hotmail.com,uae,alex,Headphones,Mobile,2,,,,cash,,Pending,تحقق,Order#None | Customer: None | Product: Headphones | Price: None
7103.0,,Shannon Reed,MARTINADAMS@GMAIL.COM, ,Dubai,iPhone,,three,two thousand,wrong,usd,paypal,,,urgent,Order#7103 | Customer: Shannon Reed | Product: iPhone | Price: two thousand
,invalid,,,ksa, ,Headphones,accessory,Two,2500,5000,Ten Thousand Egyptian Pounds,cash,,,العميل طلب الغاء,Order#None | Customer: None | Product: Headphones | Price: 2500
,invalid,احمد محمد,brandonarnold@...,EGY,Cairo,iPhone,mobile,Two,1500,,,cash,2035-01-01,,,Order#None | Customer: احمد محمد | Product: iPhone | Price: 1500
,,احمد محمد,scott90@...,egypt,cairo,Headphones,mobile,Two,3000,,,paypal,invalid,delivered,العميل طلب الغاء,Order#None | Customer: احمد محمد | Product: Headphones | Price: 3000
,invalid,Ahmed محمد,samanthawalker@...,ksa,Alex,iph0ne,iph0ne,3,USD 100,wrong,USD,,09-20-2024,Pending,العميل طلب الغاء,Order#None | Customer: Ahmed محمد | Product: iph0ne | Price: USD 100
,2035-01-01,أحمـــد    محمد,jeremyweiss@...,uae,Dubai,iph0ne,Laptop,three,2500 جنيه,5000,EGP,,2024-01-27,Delivered,...,Order#None | Customer: أحمـــد    محمد | Product: iph0ne | Price: 2500 جنيه
8308.0,,,#######@hotmail.com,Egypt,,HEADPHONES,Laptop,,3000,,usd,paypal,2035-01-01,pending,,Order#8308 | Customer: None | Product: HEADPHONES | Price: 3000
1612.0,,احمد محمد,PJONES@YAHOO.COM,uae,Dubai,Laptop,,2,two thousand,wrong,EUR,pay on delevery,,delivered,XX,Order#1612 | Customer: احمد محمد | Product: Laptop | Price: two thousand
,06-05-2024,Ronald Gilbert,MANDRADE@GMAIL.COM,Egypt,Alex,I-phone,I-phone,three,,,,Credit Card,,,...,Order#None | Customer: Ronald Gilbert | Product: I-phone | Price: None
,08-28-2024,Ahmed محمد,,ksa,cairo,I-phone,accessory,,USD 100,5000,usd,,,lost,,Order#None | Customer: Ahmed محمد | Product: I-phone | Price: USD 100
,04/07/2024,Robert Cantrell,nguyenjames@shea.net,EGY,alex,HEADPHONES,HEADPHONES,,1500,wrong,usd,,06/02/2024,Delivered,,Order#None | Customer: Robert Cantrell | Product: HEADPHONES | Price: 1500
,,احمد محمد,STEPHENCAREY@HOTMAIL.COM,Egypt,Cairo,iPhone,iPhone,three,2500 جنيه,5000,جنيه,paypal,,pending,XX,Order#None | Customer: احمد محمد | Product: iPhone | Price: 2500 جنيه
,,AHMED MOHAMED,ginasmith@...,UAE, ,I-phone,Laptop,,2500 جنيه,10000,EGP,,12-07-2023,delivered,urgent,Order#None | Customer: AHMED MOHAMED | Product: I-phone | Price: 2500 جنيه
,04-06-2024,AHMED MOHAMED,goodrodney@yahoo.com,EGY,Cairo,Lap-top,Mobile,2,EGP,,usd,Credit Card,2035-01-01,,urgent,Order#None | Customer: AHMED MOHAMED | Product: Lap-top | Price: EGP
,2023-09-22,AHMED MOHAMED,ahmed[at]gmail[dot]com,uae,cairo,iph0ne,,3,,wrong,usd,,07-05-2023,lost,,Order#None | Customer: AHMED MOHAMED | Product: iph0ne | Price: None
2255.0,,,TERESA68@OLSON-CORTEZ.COM,KSA,Dubai,Headphones,Mobile,2,USD 100,10000,USD 300,Credit Card,10-06-2023,delivered,urgent,Order#2255 | Customer:  | Product: Headphones | Price: USD 100
3657.0,,Robert Walker,,EGY,cairo,HEADPHONES,accessory,,,,USD 300,,10/11/2024,Delivered,...,Order#3657 | Customer: Robert Walker | Product: HEADPHONES | Price: None
6161.0,invalid,AHMED MOHAMED,#######@hotmail.com,مصر,Cairo,I-phone,Laptop,3,1500,wrong,USD,pay on delevery,2035-01-01,pending,,Order#6161 | Customer: AHMED MOHAMED | Product: I-phone | Price: 1500
6780.0,invalid,أحمـــد    محمد,#######@hotmail.com,EG,alex,Headphones,,three,EGP,,USD 300,,,Delivered,,Order#6780 | Customer: أحمـــد    محمد | Product: Headphones | Price: EGP
1559.0,2035-01-01,,VILLARREALDANIEL@GMAIL.COM,EG,alex,iPhone,Laptop,2,,,EGP,pay on delevery,05-02-2025,,,Order#1559 | Customer:  | Product: iPhone | Price: None
3781.0,25/06/2024,AHMED MOHAMED,,Egypt,cairo,IPHONE,accessory,Two,two thousand,,USD 300,pay on delevery,invalid,,...,Order#3781 | Customer: AHMED MOHAMED | Product: IPHONE | Price: two thousand
,10/03/2024,Emma Anderson,keyjade@gmail.com,KSA,Cairo,I-phone,Accessories,1,1000,wrong,,Credit Card,09-16-2024,delivered,العميل طلب الغاء,Order#None | Customer: Emma Anderson | Product: I-phone | Price: 1000
,23/08/2023,Richard Hess,MATTHEW94@HOTMAIL.COM,مصر, ,I-phone,mobile,Two,2500,,USD,paypal,,,,Order#None | Customer: Richard Hess | Product: I-phone | Price: 2500
,,Jason Johnson,,UAE,Dubai,Lap-top,Lap-top,2,,5000,USD 300,,12-28-2023,pending,العميل طلب الغاء,Order#None | Customer: Jason Johnson | Product: Lap-top | Price: None
3233.0,invalid,Ahmed محمد,invalid_email,egypt, ,Lap-top,Accessories,3,,10000,,,,lost,,Order#3233 | Customer: Ahmed محمد | Product: Lap-top | Price: None
,2035-01-01,,andreaperez@...,مصر,Dubai,HEADPHONES,Laptop,Two,3000,5000,USD,,27/12/2024,,...,Order#None | Customer:  | Product: HEADPHONES | Price: 3000
8084.0,11/01/2025,Ahmed محمد,#######@hotmail.com,UAE,Alex,Headphones,Laptop,1,USD 100,,usd,,2035-01-01,,...,Order#8084 | Customer: Ahmed محمد | Product: Headphones | Price: USD 100
8913.0,2024-08-26,,JOHNSONRANDALL@HOTMAIL.COM,uae,Alex,,,2,1500,,usd,,2035-01-01,Delivered,urgent,Order#8913 | Customer:  | Product: None | Price: 1500
,14/02/2024,أحمـــد    محمد,,Egypt, ,iph0ne,Accessories,Two,3000,wrong,,Credit Card,,Pending,,Order#None | Customer: أحمـــد    محمد | Product: iph0ne | Price: 3000
5784.0,invalid,,danielmeyer@...,Egypt, ,Laptop,mobile,,EGP,,USD,Credit Card,2035-01-01,delivered,تحقق,Order#5784 | Customer:  | Product: Laptop | Price: EGP
8656.0,2035-01-01,,ojones@hernandez-sandoval.com,ksa, ,IPHONE,,1,two thousand,,,pay on delevery,06-06-2024,,urgent,Order#8656 | Customer: None | Product: IPHONE | Price: two thousand
5075.0,26/01/2024,احمد محمد,,,cairo,IPHONE,Laptop,3,1000,10000,usd,,,,تحقق,Order#5075 | Customer: احمد محمد | Product: IPHONE | Price: 1000
,2024-04-01,,invalid_email,,alex,Lap-top,,three,1500,5000,USD 300,Credit Card,,,العميل طلب الغاء,Order#None | Customer:  | Product: Lap-top | Price: 1500
,,Ahmed محمد,, ,,,Mobile,,USD 100,5000,USD,pay on delevery,08/08/2023,delivered,,Order#None | Customer: Ahmed محمد | Product: None | Price: USD 100
,invalid,Ahmed محمد,invalid_email,UAE,Cairo,,accessory,1,,wrong,EUR,paypal,2025-02-06,Pending,,Order#None | Customer: Ahmed محمد | Product: None | Price: 
,2023-08-23,,gbaker@yahoo.com,,Alex,Headphones,,three,3000,,EGP,paypal,11/08/2023,Pending,,Order#None | Customer:  | Product: Headphones | Price: 3000
3830.0,,AHMED MOHAMED,,ksa,Dubai,,accessory,1,2500,wrong,EUR,pay on delevery,2035-01-01,,...,Order#3830 | Customer: AHMED MOHAMED | Product: None | Price: 2500
8876.0,2035-01-01,احمد محمد,invalid_email,UAE,,HEADPHONES,HEADPHONES,Two,2500,,Ten Thousand Egyptian Pounds,paypal,invalid,Delivered,,Order#8876 | Customer: احمد محمد | Product: HEADPHONES | Price: 2500
,02-27-2024,أحمـــد    محمد,jason63@hotmail.com,EGY,,IPHONE,Accessories,,3000,5000,EUR,Credit Card,10-29-2023,Pending,...,Order#None | Customer: أحمـــد    محمد | Product: IPHONE | Price: 3000
5553.0,invalid,AHMED MOHAMED,sarah77@humphrey-taylor.net,UAE,Cairo,iPhone,Accessories,Two,EGP,wrong,جنيه,,,,urgent,Order#5553 | Customer: AHMED MOHAMED | Product: iPhone | Price: EGP
,29/11/2023,,invalid_email,UAE,Dubai,IPHONE,,1,USD 100,5000,Ten Thousand Egyptian Pounds,,2024-10-01,,,Order#None | Customer:  | Product: IPHONE | Price: USD 100
,2023-07-12,احمد محمد,brittanygates@gordon-mckay.org,egypt,Dubai,IPHONE,Accessories,3,2500,10000,usd,,12-11-2023,pending,XX,Order#None | Customer: احمد محمد | Product: IPHONE | Price: 2500
,2023-09-17,Ahmed محمد,, ,Cairo,,mobile,three,2500 جنيه,,USD 300,Credit Card,11/02/2024,,,Order#None | Customer: Ahmed محمد | Product: None | Price: 2500 جنيه
,26/09/2023,احمد محمد,,uae,cairo,Headphones,Mobile,1,EGP,,Ten Thousand Egyptian Pounds,paypal,invalid,Pending,,Order#None | Customer: احمد محمد | Product: Headphones | Price: EGP
,03/07/2024,,,UAE,,iPhone,iPhone,three,3000,,USD,Credit Card,invalid,Pending,urgent,Order#None | Customer:  | Product: iPhone | Price: 3000
9854.0,2035-01-01,AHMED MOHAMED,#######@hotmail.com,ksa,cairo,Laptop,Accessories,1,3000,,EGP,Credit Card,2035-01-01,,...,Order#9854 | Customer: AHMED MOHAMED | Product: Laptop | Price: 3000
2669.0,,أحمـــد    محمد,ronald16@...,,,IPHONE,mobile,,3000,wrong,جنيه,pay on delevery,,Delivered,,Order#2669 | Customer: أحمـــد    محمد | Product: IPHONE | Price: 3000
,,Andrew Morris,#######@hotmail.com,,Cairo,iph0ne,accessory,2,,,usd,Credit Card,2025-05-30,Delivered,...,Order#None | Customer: Andrew Morris | Product: iph0ne | Price: 
4649.0,,,ahmed[at]gmail[dot]com,uae,Alex,,mobile,Two,3000,,EUR,cash,2035-01-01,Delivered,urgent,Order#4649 | Customer:  | Product: None | Price: 3000
7437.0,,AHMED MOHAMED,,مصر,alex,iph0ne,Laptop,three,1000,wrong,Ten Thousand Egyptian Pounds,,25/11/2024,Pending,,Order#7437 | Customer: AHMED MOHAMED | Product: iph0ne | Price: 1000
,05-30-2025,,MICHELLESILVA@GMAIL.COM,EGY,Cairo,Headphones,mobile,1,1500,10000,,Credit Card,,Delivered,,Order#None | Customer:  | Product: Headphones | Price: 1500
9698.0,2035-01-01,,ahmed[at]gmail[dot]com,مصر,Dubai,iPhone,Laptop,2,two thousand,,Ten Thousand Egyptian Pounds,pay on delevery,,pending,XX,Order#9698 | Customer:  | Product: iPhone | Price: two thousand
,02-01-2024,,,EGY, ,Lap-top,Lap-top,three,USD 100,10000,EUR,Credit Card,invalid,,تحقق,Order#None | Customer: None | Product: Lap-top | Price: USD 100
,10-29-2024,احمد محمد,ahmed[at]gmail[dot]com,ksa,Cairo,,Laptop,three,1000,wrong,جنيه,pay on delevery,2035-01-01,delivered,,Order#None | Customer: احمد محمد | Product: None | Price: 1000
,,AHMED MOHAMED,invalid_email,EG,Alex,iPhone,Mobile,3,2500 جنيه,,Ten Thousand Egyptian Pounds,Credit Card,,,urgent,Order#None | Customer: AHMED MOHAMED | Product: iPhone | Price: 2500 جنيه
,2035-01-01,AHMED MOHAMED,,KSA, ,iph0ne,,1,USD 100,5000,,cash,,Pending,,Order#None | Customer: AHMED MOHAMED | Product: iph0ne | Price: USD 100
,invalid,احمد محمد,chapmanrobert@...,Egypt,,Laptop,accessory,2,1000,,USD 300,cash,,pending,العميل طلب الغاء,Order#None | Customer: احمد محمد | Product: Laptop | Price: 1000
,invalid,Tiffany Johnson,invalid_email,egypt, ,Lap-top,mobile,3,,10000,EGP,paypal,2024-08-24,,,Order#None | Customer: Tiffany Johnson | Product: Lap-top | Price: None
8363.0,14/03/2025,احمد محمد,ahmed[at]gmail[dot]com,UAE,,HEADPHONES,Laptop,3,3000,,USD,Credit Card,invalid,pending,urgent,Order#8363 | Customer: احمد محمد | Product: HEADPHONES | Price: 3000
6753.0,06-14-2025,AHMED MOHAMED,ahmed[at]gmail[dot]com,ksa,cairo,I-phone,Accessories,,2500,10000,جنيه,,06-15-2025,Pending,urgent,Order#6753 | Customer: AHMED MOHAMED | Product: I-phone | Price: 2500
,2024-06-21,Ahmed محمد,,uae, ,iPhone,mobile,3,USD 100,,usd,cash,,delivered,urgent,Order#None | Customer: Ahmed محمد | Product: iPhone | Price: USD 100
,,احمد محمد,dianejohnson@..., ,Dubai,iph0ne,Accessories,three,,wrong,EUR,Credit Card,12/08/2023,Delivered,العميل طلب الغاء,Order#None | Customer: احمد محمد | Product: iph0ne | Price: 
,2023-12-23,,WEAVERVALERIE@HOTMAIL.COM,,Alex,Lap-top,mobile,3,1500,wrong,USD,pay on delevery,24/04/2024,lost,,Order#None | Customer:  | Product: Lap-top | Price: 1500
4825.0,,AHMED MOHAMED,carrbrandon@...,,,Headphones,Mobile,,two thousand,,USD,Credit Card,2035-01-01,,,Order#4825 | Customer: AHMED MOHAMED | Product: Headphones | Price: two thousand
9768.0,10-25-2023,Ahmed محمد,, ,Dubai,Lap-top,mobile,three,2500 جنيه,5000,USD 300,cash,2035-01-01,,...,Order#9768 | Customer: Ahmed محمد | Product: Lap-top | Price: 2500 جنيه
